GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
-0.0107884658375,-0.00947020097,-4.887005771449491e-08,3.2561052223423687e-08,-4.049206349206349,-26.14666666666667,0.39642978723404265,0.7353361702127664,991.0199495238097,5.063247737059634e-06,-2.651675119102213e-05,-3.01262602815534,18.451979033980574,1
-0.01068661344132653,-0.009384925489795918,9.274899960913404e-08,2.1210346421821823e-09,-3.9788297872340426,-26.08276595744681,0.3684310615542156,0.5449836386392081,990.9736342857144,-1.9914218502321257e-05,-8.084986335562324e-06,-3.0125297896551726,18.45446769950739,1
-0.010728537735751295,-0.00943421381088083,-4.938090581518968e-09,-1.1644055140030489e-07,-4.156042780748663,-25.856470588235286,0.5122440227703985,0.8400865275142316,991.0146833333333,9.670583228949953e-06,2.2754040489399068e-05,-3.016522194117647,18.456597769607843,1
-0.010718885634517766,-0.009204804159898477,6.093371927501023e-08,5.0792431513355214e-08,-4.254545454545454,-25.88117647058824,0.352625806451613,0.6541252371916507,990.9837595238097,-1.1883845010825784e-06,1.1233410352130223e-05,-3.0147810318627455,18.451716843137255,1
-0.011015927105128205,-0.01000665722051282,8.709081409693033e-08,-1.6520889343592318e-08,-4.7870526315789474,-26.635894736842108,0.23834656641604002,0.4280899248120301,990.885033809524,-4.73423052217214e-05,2.070059345569763e-08,-3.0197285713567834,18.456560070351767,1
-0.010807190696891192,-0.009559782546632124,-1.0357670650402082e-07,-2.3505561664110248e-08,-3.998823529411765,-26.004385026737967,0.12247400379506646,0.2450338105916855,990.9678823809523,1.2111898200191358e-05,-1.1118792678480068e-05,-3.0212518346733668,18.45087864321608,1
-0.010831063248768471,-0.009422080384236451,-4.725458583778667e-08,-3.0075619100610446e-07,-3.983809523809524,-25.88126984126984,0.4775823708206686,0.6865622087132727,991.0584809523807,-8.235739731749086e-06,1.2724438365892014e-05,-3.0139228588832485,18.45231555837564,1
-0.010852025644385027,-0.009378030010695187,1.6035551047423182e-08,4.0631265629982253e-08,-3.741787709497207,-25.93810055865922,0.2830326282091519,0.5997451760718095,991.0080185,-1.240549323953114e-05,2.7784375386228968e-05,-3.0200475026455025,18.449131936507925,1
-0.010886183292307693,-0.00922956044102564,1.0067264760069826e-09,1.7475212687275152e-08,-3.659368421052632,-25.93736842105263,0.15823959899749362,0.21752481203007507,991.0041904761904,6.61035322483594e-06,9.591599805195952e-06,-3.014108452475248,18.44967758415841,1
-0.010850108256097559,-0.009450974270243905,1.828225378005016e-07,-4.4450621148825866e-08,-3.4465263157894737,-25.84136842105263,-0.0011793483709271785,-0.009162005012531213,991.0442023809524,-9.87439352875303e-06,-2.832222121368139e-06,-3.012063739805825,18.45336935436893,1
-0.010924480178756477,-0.009646714746113987,6.209897252168883e-08,2.7503655974998178e-09,-3.719032258064516,-25.81258064516129,0.15773115954664327,0.17405105492589368,991.0502004761903,8.012947497319372e-06,1.7098237221297925e-06,-3.0134372887755103,18.45029201020408,1
-0.011072126976683937,-0.009552883150259069,-7.263157716426215e-08,-4.211435011375455e-07,-3.76,-25.93935483870968,0.214423783783784,0.423914280732345,991.0270109523807,8.790120302584913e-06,1.251140067201819e-05,-3.0174030583756344,18.44738879187817,1
-0.010761290940298507,-0.009556906087064677,4.8718966782130236e-08,3.3879592064588206e-08,-3.9653968253968257,-25.75396825396825,0.3809497467071933,0.6137509625126644,991.0673509523807,-2.427405292385165e-05,2.6707800316208802e-05,-3.013385182608696,18.450192086956523,1
