OrientationProbe_azimuth_MEAN,OrientationProbe_pitch_MEAN,OrientationProbe_roll_MEAN
111.76535694444445,-173.80665666666667,5.729102166666666
110.125291125,-173.83120354166667,5.6873808979166665
108.71627553191489,-173.82174425531915,5.660177380851064
110.3193996153846,-173.83960596153847,5.693261634615384
111.28534202,-173.8356398,5.645396044
109.51888381818182,-173.8442158181818,5.6371184
108.80597117307691,-173.90162903846158,4.597593790384615
110.30493345098041,-173.86081607843136,5.483206760784314
109.2638887755102,-173.85314897959182,5.500052446938776
109.22976184905659,-173.84845849056603,5.498734624528302
108.9911203529412,-173.85684176470588,5.488812888235295
111.29102579166668,-173.88295708333337,5.40113390625
108.96262744897959,-173.83838714285716,5.372591173469387
101.98056930612243,-173.5921859183673,5.766667867346939
105.14447179999999,-173.61256799999998,5.78142494
101.45124734693876,-173.59315448979592,5.773763787755103
109.27790683636364,-173.91742436363637,5.471142238181819
109.87471384615385,-173.71995846153845,5.403640115384616
108.6740893090909,-173.91030145454545,5.413698516363636
109.12041167272729,-173.9217718181818,5.3984971309090914
110.93316957894736,-173.93520333333333,5.483867168421051
109.19655744897959,-173.92164285714287,5.472385418367346
110.02479196226416,-173.9344,5.470520550943396
110.33869136170212,-173.94118170212764,5.4251223957446815
108.09675190000002,-173.9851424,5.43588597
108.3764140925926,-173.95367129629628,5.426106944444443
108.20106785714287,-173.96542660714286,5.4058651875
110.34221739534884,-173.94383860465118,5.399419274418605
110.40493212,-173.9540966,5.2087354480000005
109.27513835294116,-173.9479974509804,5.081470849019609
111.43539675555556,-173.98919733333332,5.313464473333333
109.60196299999998,-173.93694937499995,5.442952710416668
108.16094338,-173.94228139999996,5.38592419
108.81173632142857,-173.9519980357143,5.413034985714287
109.50688255555555,-173.95083851851848,5.3474825462962965
108.44927094230768,-173.94543826923078,5.515375298076923
109.16715714285714,-173.95440142857143,5.524701910204081
111.00564833333334,-173.93499125,5.523686802083334
108.12647843137256,-173.93431274509803,5.517639013725491
110.10998564814814,-173.90669796296297,5.564992587037038
109.51614057692308,-173.8702198076923,5.57270919423077
110.21099423076923,-173.93889384615386,5.557997534615384
110.81200020833332,-173.92231604166668,5.523023108333334
109.84961872,-173.95346800000004,5.536608614
111.57667965217392,-173.9511154347826,5.553177245652174
109.29790666666666,-173.97376854166663,5.442453579166667
109.18127385106385,-173.9849170212766,5.398717097872339
267.37572208333336,-70.39551333333334,1.7105701166666667
3.0644060859649125,-174.58561719298245,-9.252068666666666
197.70951631578944,129.65088543859648,-5.0004961631578935
11.833276555555555,-173.21449333333337,-3.6877923777777784
11.6716535,-173.2273505769231,-3.707829259615385
12.32496147826087,-173.31648478260868,-3.7759378630434783
12.240809208333333,-173.27267854166664,-3.765605147916667
12.508975590909092,-173.30279795454544,-3.772613302272727
12.396097823529413,-173.3378452941176,-3.7662324470588233
10.86831808,-173.03821100000002,-3.742073028
10.61535066037736,-173.07001716981134,-3.438982524528302
10.970886846938775,-173.0925820408163,-3.4382206428571433
10.55262655,-173.08838925,-3.45192696
10.273002571428572,-173.0993883673469,-3.424513973469388
4.548161555769231,-172.16136865384618,-2.2459131711538456
6.61881327735849,-172.40080830188683,-2.556959920754717
8.052526356521739,-172.60729021739132,-2.8644956760869564
8.047382053061224,-172.74879224489797,-3.1257843469387754
9.818790714285717,-172.8972035714286,-3.2882569928571432
8.891045980392159,-172.83383352941178,-3.1645211215686277
7.776480125,-172.83831788461538,-3.1668375769230765
9.23409518,-172.87831640000002,-3.18957981
9.078619979591835,-172.8695402040816,-3.2047237959183668
8.72664912244898,-172.8852548979592,-3.1940034959183667
9.832078018518516,-172.92463592592594,-3.2608834888888887
2.9791994254901963,-172.0097356862745,-2.068455239215686
3.0777649666666664,-172.02349533333333,-2.062604853333333
3.282507187037037,-172.1016437037037,-2.193640101851852
5.090049132,-172.252973,-2.4006645019999997
5.336650283018868,-172.33958188679244,-2.4701806924528302
9.938646616071429,-172.9897575,-3.4277990196428574
9.1277250625,-172.917726875,-3.5031726625
9.636167406976744,-173.06735023255814,-3.608399441860465
10.286454037735847,-173.08252660377357,-3.5954111716981134
9.901188235294116,-173.07526705882356,-3.6034893882352943
10.898600660714283,-173.10495125,-3.5729228642857143
10.472379708333333,-173.15449354166665,-3.578530927083333
10.102373872340426,-173.0257117021277,-3.542822076595745
9.1134549,-172.9590361818182,-3.526761603636364
9.757581462962962,-172.94755333333333,-3.38767025925926
9.552470566666667,-172.97579066666665,-3.412300253333333
8.928287574074075,-172.97130944444442,-3.3907284425925925
9.571351963636364,-172.95203381818183,-3.382972901818182
9.942478113207546,-172.96187528301888,-3.379652279245283
9.953498652173913,-172.97512108695653,-3.387064567391304
9.722356333333334,-172.97832333333332,-3.507700266666667
9.892427448979593,-172.997706122449,-3.508080648979592
10.602898022222222,-173.102358,-3.515231248888889
10.53561258,-173.1197124,-3.517242884
10.730057,-173.122899375,-3.5076669625
11.3458454,-173.132732,-3.52385908
9.884577791666667,-173.05760791666665,-3.5001445979166665
9.67774272,-173.06799119999997,-3.511342118
23.60785326785714,-172.48538714285718,-3.6369945464285713
7.641308301818181,-172.8581289090909,-3.5024378545454544
341.37219166666665,-172.48875666666663,-3.6813325
341.2333488,-172.4613312,-3.651092986
340.47107795454554,-172.46270886363635,-3.669261931818182
341.3239504255319,-172.4532036170213,-3.666914193617021
340.08740857142857,-172.46860775510208,-3.6506746591836734
340.92614811320755,-172.45410660377357,-3.6431291415094336
341.68725625,-172.4841725,-3.6383180625
341.07613,-172.4611616,-3.6646244439999998
8.858563037037037,-172.90913962962964,-3.4672521259259264
9.375296849056603,-172.9062924528302,-3.4529683603773584
9.223779519230767,-172.92361115384617,-3.446934932692308
8.936729872340425,-172.9353019148936,-3.4600707787234044
9.672411274509804,-172.95672960784313,-3.483304582352942
8.938523326530612,-172.94788265306119,-3.4959884387755102
12.279772448979593,-173.54677673469388,-3.8561257163265306
12.62978490909091,-173.58602727272728,-3.8504035454545456
13.630852734693878,-173.6447,-3.942841448979592
12.418272670212767,-173.64367425531913,-3.944263227659575
10.923462235294117,-173.3306868627451,-3.2267128058823533
11.772402423076926,-173.38325403846153,-3.3710176634615383
11.584964326923075,-173.41852826923076,-3.4915576519230767
12.98599338,-173.453886,-3.479939902
12.386407510204082,-173.44985122448983,-3.573679187755102
11.401966533333333,-173.53627244444442,-3.673503828888889
12.402362098039214,-173.55830470588236,-3.6445828
12.957119070175441,-173.61447333333336,-3.7185027912280697
12.605099106382976,-173.67823085106383,-3.8464119319148935
12.980310698113207,-173.68110094339622,-3.8923065754716974
14.052266479591838,-173.70470346938774,-3.9236890938775515
12.75244584,-173.727995,-3.923982292
12.5364345,-173.74459124999996,-3.9205149375
13.461041715686276,-173.72144647058826,-3.935014533333333
13.375842893617019,-173.73827574468086,-3.966574940425532
13.70753386,-173.7860874,-3.951284508
16.93951178,-174.25163480000003,-4.428599424
16.873929945454545,-174.3140798181818,-4.477317829090909
15.838338568627453,-174.32797235294117,-4.503692596078432
15.072348000000002,-173.8902060869565,-3.8960217956521737
11.598424229166666,-173.41742291666668,-3.6574277833333335
13.002711979166667,-173.49564833333332,-3.65652985
12.551013166666666,-173.360205,-3.651623533333333
12.38727538,-173.3782856,-3.6167560460000003
11.949094763636365,-173.45074236363635,-3.643834505454545
12.665750355555556,-173.51077288888888,-3.645962968888889
12.662695742424242,-173.5216412121212,-3.6592910909090914
12.80116682,-173.5058148,-3.6627895660000003
13.175337551020407,-173.5120395918367,-3.653028673469388
12.16898638,-173.5118086,-3.626877258
11.535276887755105,-173.33321081632653,-3.6244495857142858
11.956110875,-173.31190571428573,-3.626300939285714
11.60783728,-173.30051079999996,-3.59853059
12.312731392156866,-173.40740235294118,-4.0674964980392145
12.646535433962267,-173.44426660377357,-4.09238550754717
11.569736122448981,-173.3915342857143,-4.061834287755102
14.582981765957445,-173.80466978723405,-3.8195243957446814
12.574565170212765,-172.48343723404255,-3.6983466914893617
215.578875,-23.9614262826087,-2.235613493913042
265.277286608,-174.10642040000002,5.755835193999999
16.988052763636365,2.2347069818181815,-2.734383307272727
19.699332244897963,2.270440691836735,-2.7317161897959177
16.881722269230767,2.2733538711538457,-2.7583577115384617
18.197743304347824,2.276686365217391,-2.7411565043478263
18.05348398,2.2721729180000003,-2.751792248
17.88342798076923,2.2826384134615383,-2.7461565153846155
18.78511083673469,2.2783330061224487,-2.7787253897959183
18.0007911,2.267383044,-2.760315492
19.92421192857143,2.281701369047619,-2.80030955
16.866730489361707,2.3216649872340427,-2.8151823276595738
17.14457305882353,2.2856925078431374,-2.8214693647058824
17.111798096153844,2.299881675,-2.7986316692307693
19.197653866666666,2.28891479,-2.79951597
18.220569865384615,2.3085777461538464,-2.812373455769231
17.015244285714285,2.2856405,-2.8281710346938773
18.239229411764708,2.298066131372549,-2.8202813176470585
17.9640636875,2.297913325,-2.78217175
18.42293646,2.315604378,-2.815614446
18.315161604651166,2.3061309046511633,-2.8148413651162785
16.720730072727275,2.322354043636364,-2.8205766290909087
18.616276755555557,2.3050572444444444,-2.853208404444445
17.92330616071429,2.315976732142857,-2.8292998535714284
17.74568852,2.300205966,-2.83548432
17.38900578723404,2.298624680851064,-2.8225251106382983
17.677729641509433,2.311595032075472,-2.831675232075472
20.008511166666665,2.3278452958333333,-2.8311004916666667
17.510120510204082,2.313630212244898,-2.8451152367346935
17.923779651162793,2.3039719395348834,-2.8375046744186045
17.095274327272726,2.33472314,-2.8346555472727277
17.531652892857142,2.3078415375,-2.8304777357142856
17.978989854166667,2.3195523395833333,-2.8293385854166666
18.12237360714286,2.3076931607142863,-2.8402273232142856
21.074386454545454,2.3036243772727274,-2.853783620454545
18.609884684210527,2.322414842105263,-2.8268946421052634
17.29496254,2.327278752,-2.836791208
18.585330218181817,2.323875254545454,-2.8360129909090914
16.60758964,2.308346806,-2.830228032
18.32528308,2.293991494,-2.82078045
18.000000446808514,2.3263218872340428,-2.8545551851063835
19.515511020408162,2.317698057142857,-2.8342467795918367
17.430924166666667,2.31342665,-2.83240151875
17.131966479166667,2.309963408333333,-2.833473175
18.386149884615385,2.281302253846154,-2.8243798019230764
19.172171385964912,2.2991976508771934,-2.838202140350877
17.095407122448982,2.3055595346938778,-2.8146153224489794
18.37445307017544,2.296171489473684,-2.8291250526315785
20.55510189583333,2.3253505104166665,-2.81759845
18.40481876,2.3040880919999998,-2.86228675
18.99910797959184,2.2886264693877547,-2.8371985020408164
18.95037583636364,2.2881862527272725,-2.8338021672727267
17.98906298,2.3145034819999997,-2.85240974
19.05917373469388,2.2969856326530613,-2.8345913897959183
17.84786675510204,2.3137442734693883,-2.832618514285714
18.627498533333334,2.32436996,-2.852246373333333
18.55870188,2.314887996,-2.8805284139999996
17.851151098039214,2.3516204411764705,-2.873310968627451
19.246938891304353,2.3437207065217396,-2.889587754347826
17.153943408163265,2.3680696918367348,-2.8979551142857143
19.27167975510204,2.349135034693877,-2.9238653836734696
19.635351999999997,2.359541224489796,-2.9166630897959185
17.411303659999998,2.369095874,-2.921286602
17.75614824489796,2.3530558224489795,-2.927580079591837
19.107617865384615,2.3488671711538465,-2.9571549788461535
19.534042645833328,2.3627427020833336,-2.943632345833333
18.06916022,2.393960388,-2.9583402619999997
19.505579276595746,2.3205322063829787,-2.9342126468085112
19.05819920833333,2.3761704604166667,-2.956929152083333
19.043421306122447,2.3689458163265305,-2.960802591836735
18.914383092592594,2.3865145129629632,-2.9607328296296296
18.89908762264151,2.3866398037735848,-2.9863620566037734
20.41807143636364,2.4003453563636357,-3.0133740363636363
18.60055267857143,2.3881115517857143,-3.021016921428572
18.011639041666673,2.425295477083333,-3.008475527083333
19.995914222222225,2.41194856,-2.994847515555556
18.23258676470588,2.425553050980392,-3.0106376529411767
18.407065224489795,2.408864548979592,-2.9980446530612244
19.481882254545454,2.4114555309090906,-3.0211290672727267
17.602507199999994,2.425506863636364,-3.0195625090909086
18.202761326530613,2.397314002040816,-3.0344877102040817
17.973553703703704,2.4233595759259257,-3.0434213351851853
18.79307175,2.435880455,-3.0286299175
18.856640959183675,2.423059951020408,-3.0452338081632653
21.14811970909091,2.4550713781818185,-3.0509124381818182
19.9519902,2.404158863636364,-3.0200300527272725
19.34624384,2.4435881740000003,-3.020142388
19.158539644444442,2.4534224822222224,-3.0303276244444444
18.998876529411767,2.442669660784314,-3.0368841333333334
19.469235938775512,2.4339011877551022,-3.074476279591837
18.50031348979592,2.445262442857143,-3.0170613183673467
18.80445392,2.4339732080000003,-3.046091762
20.77744320408164,2.44813402244898,-3.0500534938775514
17.750683905660374,2.437341724528302,-3.0384265283018865
19.56153411764706,2.4244951705882354,-3.044710488235294
18.88506092727273,2.4400174945454545,-3.0683016963636365
18.660643142857143,2.4409389632653062,-3.0445901897959184
18.04752086792453,2.4109170773584907,-3.039000116981132
17.805991944444443,2.446264957407408,-3.0630949925925925
18.910931244897963,2.45371036122449,-3.0634669755102037
17.4953073877551,2.4589075714285715,-3.0647319387755103
18.48605250943396,2.4638603188679244,-3.0660355415094336
19.040002894736844,2.4720474421052634,-3.0699886894736843
18.679749122448982,2.448885759183673,-3.0620739163265305
19.047342647058823,2.451393111764706,-3.0372715647058826
18.337734,2.471610132142857,-3.0486459142857143
19.922248100000004,2.45207896,-3.0609745719999997
21.27142008,1.983082182,-1.6014646719999999
18.12069312,2.443770068,-3.03392227
18.55779353846154,2.453662323076923,-3.0304219871794866
18.3532946122449,2.457326187755102,-3.0400985428571428
18.729629659574467,2.4421039468085106,-3.0535131723404256
19.07599165454545,2.446599987272727,-3.0405966363636363
18.62660675,2.45171789375,-3.0616738770833334
20.668125632653066,2.4511365938775507,-3.031844767346939
18.65235654285714,2.4641364057142856,-3.071196894285714
18.362911784313727,2.474974405882353,-3.0619127
18.857888764705887,2.457885749019608,-3.0679682450980392
22.147596357142852,2.4783048214285714,-3.0568904928571428
18.47521246808511,2.4796053106382976,-3.0697370851063828
18.4547384375,2.4640586979166668,-3.069104722916667
20.990743953488373,2.4834711441860464,-3.047611746511628
18.9301728125,2.46214418125,-3.0494691375
18.238583956521737,2.4601875782608698,-3.0240174195652174
19.437462020408162,2.4295238061224493,-3.0225802102040817
20.9436351,2.452752065,-3.008991995
18.890976877551022,2.4433474020408164,-3.0234950510204084
20.032147490196078,2.4181248901960783,-3.025132350980392
20.544582787234045,2.4298771021276595,-2.997284129787234
18.445736591836734,2.4419461693877547,-3.0410228959183674
19.74452075,2.4401355875,-3.0389909125
19.43836782,2.451682818,-3.033684304
18.02759224,2.480284548,-3.0411403480000003
20.289627804878048,2.4524782292682925,-3.064288097560976
19.335168641509433,2.4597365924528303,-3.04451810754717
20.4603915,2.4340801944444443,-3.0319414222222223
18.18746993877551,2.4407546,-3.0142239938775512
20.04044322,2.433814828,-3.028355242
21.15248104081633,2.4490981897959183,-3.049734926530612
19.731306107142856,2.4348023660714286,-3.0013212678571435
18.91344125,2.43571789375,-3.0022384375
19.32062808510638,2.4465662276595745,-3.030500172340425
17.92882414285714,2.4461682959183677,-3.0074846938775517
18.54127601960784,2.454994219607843,-3.015690174509804
18.66861952830189,2.4575258396226416,-3.014681996226415
20.61162318604651,2.452522986046512,-3.0070673837209303
19.159189229166667,2.44894756875,-3.0140007229166668
19.2929359,2.4428240580000002,-3.01979608
18.89336016326531,2.4652014285714285,-3.023366375510204
18.734021125,2.44361423125,-3.0298250875
19.197213632653057,2.4526484081632653,-3.0221052428571427
20.16406939534884,2.446645486046512,-3.0256231255813955
19.997625978723406,2.454815406382979,-3.021104125531915
18.498908942307693,2.4480379134615378,-2.987793234615385
20.408323037735848,2.4429853603773584,-2.9909255849056606
20.68629832142857,2.4542277410714286,-3.0193116571428567
17.2567587,2.476983848,-3.0214409360000003
19.670629117647053,2.461369529411765,-2.998634988235294
18.536215875,2.45582235,-2.9847927125
19.51697618,2.4693026959999997,-3.0150386780000002
19.397823190476192,2.4275289071428574,-3.001675292857143
18.769481189655174,2.436738293103448,-3.0088744706896557
19.63355785,2.44276163,-3.0137662325
18.55506158,2.453393212,-2.993845774
19.1880550625,2.432185516666667,-2.9895388375
19.896580346938773,2.418444636734694,-2.992764020408164
18.286017792452828,2.444316441509434,-3.000012220754717
18.32979008163265,2.4236953653061226,-2.9951300571428567
19.74023095652174,2.4386271260869563,-2.971582360869565
