GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
-0.00916822431611801,-0.006601219151995866,-1.1744232989538415e-05,-1.054356971769664e-05,-6.779655040875541,-43.924503482309674,43.13922186711152,0.4995399253907689,974.9962682708333,-4.819612995796141e-06,-1.7555622812866212e-06,-0.19167544849571985,-1.004578350562911,0
-0.00965031236796344,-0.008142306460600318,4.096442016675306e-08,-4.1196403669473136e-08,16.883264115473693,-31.58941460683887,0.21972129673677365,0.3568919037254652,970.2579269940477,0.2609308165993305,-0.014802832036743709,-1.4456262249634448,18.43410701456511,0
-0.009977401497288305,-0.006591350558587793,-1.6728226709627345e-05,-1.7532019804387955e-05,12.17321907529124,-20.96578599793329,23.463501201564256,8.036025278247568,976.7697627408658,-4.636141766378722e-06,3.0277922327230644e-06,-0.09170291795089017,-0.9623656643796116,0
-0.010451555484411151,-0.0094450768551112,-7.796815985384314e-06,-9.894146897295418e-06,11.556403401264932,35.184335699655016,1.4615678036662096,0.5137227483956313,977.4048815833332,8.671633257788247e-06,1.1187932016966384e-06,-0.17859566531484314,-1.0438057649055583,0
0.018027816858631897,-0.035348466884229025,-0.0003786412294016114,0.010854346311677764,32.522030599755205,-7.094434516523876,2.4504408766101298,6.777242857142857,951.8009624937345,-0.11855383597344026,-0.006438481645510932,-0.22038333378454428,-1.0262359663512175,0
-0.0003628985844828288,-0.02537437678146994,0.03525607549657482,0.005403672919692423,31.20275325855198,-24.14122366797223,11.213773303254161,15.553791592345435,927.3045527142856,-0.1956749135393561,0.2340094229661016,-0.1435489804334434,-0.9611830483262124,0
-0.0013124231252642903,-0.007397970037128085,0.06042893990308808,0.01268445524649254,-18357.7037037037,-16.047541478049965,14.153148025762624,7.4558462752032115,973.063286819518,-0.0937402725268652,-0.18380790049493995,0.5393867267749005,-0.7162603814182933,0
-0.010639396288885458,-0.009457606738262877,-1.5694390922525378e-05,-1.5151499192797915e-05,11.749038131842534,35.25696614505703,1.8764283533830173,0.66965894035076,977.1267152154793,1.1548911711331542e-06,-1.3016672384923156e-06,-0.17685861355093307,-1.044275671471908,0
-0.00763511876546542,-0.0053104265452634716,5.016661056020735e-06,0.00016093868116801632,-58.85981419054911,-66.09641030013684,0.8168397674713326,0.963544551557658,923.6603843703704,-0.009691419445612394,-0.005361411472538935,0.04927788664369728,-0.9509760431339364,0
-0.009271478804681104,-0.0062932006612901,2.9002054485402495e-08,-5.974482829469718e-08,-9.247415538027749,28.66546475226648,0.4311369242710672,0.7059392696672546,975.992038265306,-1.445205410295636e-06,2.1618399962536345e-08,0.8406897925349157,-20.604781686918304,0
-0.009187410614759212,-0.006383320133226861,-1.1636497015540467e-05,-8.110096746682255e-06,-3.285994656506093,-85.1621505390613,50.76256257403824,15.015971335016465,975.219948197619,-5.3062337433754095e-06,-1.0178266905826877e-05,-0.2271944946423461,-0.9545586398549799,0
-0.016421784798738206,-0.0020891645958083334,-0.018566320461747013,0.060930921572823926,5.723444854294453,22.047333483650988,1.6146679526844396,0.2138001446101168,973.2547333163266,0.005506144502546918,0.032150403412839465,-0.13268473794862076,-0.8841180722420054,0
-0.010436746762939606,-0.009477624148527142,-1.0615761318262182e-05,-1.0606242603124033e-05,12.147132812761786,35.293453128153686,1.3884639523100422,0.5188148283147198,978.1081938344673,-7.124386346077372e-07,-3.106908277778625e-06,-0.1783566414537857,-1.0437270765644808,0
-0.010691127013766405,-0.009705894749911216,-2.766882673416529e-06,-2.9264121522145845e-06,1.6198467644203132,26.748154046810733,0.91255919666615,0.3369079562670443,978.7824958154762,6.238821611270762e-07,3.7201681119362886e-06,-0.17751648525854044,-1.0476932447312537,0
-0.009320455424503596,-0.007827694906966477,0.00022959204663380856,-0.00024592243980701983,2.051471202815216,-24.60778771083291,23.37175486410532,13.816227364733036,975.6040101514927,0.00021196786163299453,-0.00023950520364414069,-0.1812207292133176,-0.9547750903857192,0
-0.004421462269895017,0.0117108814748542,0.010680387842855266,0.01530362759624725,-14.510258104083269,-7.974642036228842,11.619971158023969,3.903724425846598,972.9937967619047,-0.01782613970471683,0.00923828318226204,-0.2213808763580785,-1.0023571238316984,0
-0.009557034544154495,-0.006994704449276412,2.602808587914493e-06,-4.2583092860456855e-05,6.536384019448093,-21.294613737655467,20.204347337406155,6.916482141825948,975.8225785291006,2.554047970865919e-05,3.3575460741022696e-05,-0.19073611101332602,-1.0162478545871927,0
-0.015732850435114118,-0.005798132575743612,0.002782072668775061,-0.0012829918252687074,3.1795018884186868,-24.57565925921124,21.12721804996327,11.744360709703436,975.7267120541667,-0.0045376410348944105,0.007637958859320815,-0.19294159541326333,-0.9597381927456016,0
-0.010903573076435195,-0.009308291582078859,-1.1770446308210366e-05,-1.1340771413417827e-05,-5.7597249082089865,26.234596307958952,6.23057044973296,2.198005175427681,976.2818528705355,2.517506769197237e-05,-0.00010030643812833362,-0.18680941648831376,-1.036956065918153,0
-0.002479660367796779,-0.0068618440183590606,0.0213983413904199,0.000454863008122695,12.121217661210494,25.108330710776272,1.451322397741266,1.7155079028174072,992.5750057743013,-0.2111808603827026,0.18888281461645345,-0.2061767744718084,-0.9904471455156292,0
-0.010533348928023321,-0.007677395979676324,9.91993440967176e-08,3.874531274636328e-08,-10.282769752253378,-23.673594948992466,0.0071498316255045324,0.022650726027846343,974.4941371486772,-4.440717489381797e-06,2.7304431901506443e-06,-0.6121404396685967,18.654593234557424,0
-0.009506986126313195,-0.007701191163372034,0.0040702568926920465,0.005340462456254804,16.361861680007323,-26.665638603547023,9.107562435033897,2.298274926009958,925.6608196034798,-0.008888895976879752,0.02030206086489579,-0.16766172460118434,-0.9971187625712444,0
-0.008953641275456276,-0.005876053392551062,-6.67827445320103e-06,-4.9804755694951575e-06,7.538202733799832,-36.23423380154834,19.23052825805888,15.546267792726796,990.1579880145613,-8.224788902097545e-07,-3.882587268601996e-06,-0.1659464748223881,-1.0018924114639065,0
-0.008046879223873142,-0.00495035575924477,-3.2063531379099286e-07,-4.327755133183564e-07,-58.64167751097548,-66.34566759644001,6.910070860225322,7.917847274472674,922.5151982142391,-3.2296706266102264e-06,1.9708385864992957e-06,0.05801143971423192,-0.97171180638697,0
-0.008893055897959183,-0.007016614309183674,2.2290502856708857e-08,5.7207095672563706e-08,-88245.0,-64.64904255319149,10.970388770053477,4.861376982591879,976.6257328571428,1.8036627614972933e-05,-2.759469509432816e-06,0.03747480584571428,-0.9336801852040816,0
